name,url
Release 3.2 Turn-Up Test Plan (2004/02/12),https://numberportability.com/documents/2889/Release_3.2_Turn-Up_Test_Plan_21204_RrlxtUC.zip
Release 3.2 Project Plan (MS Word),https://numberportability.com/documents/2888/Release_3.2_Project_Plan_MS_Word_9b0Qugw.pdf
Release 3.2 Project Plan (MS Project),https://numberportability.com/documents/2886/Release_3.2_Project_Plan_MS_Project_BLgdvcU.mpp
Release 3.2 Project Plan (MS Project 1998),https://numberportability.com/documents/2885/Release_3.2_Project_Plan_MS_Project_1998_asmqRDk.mpp
Release 3.2 ITP Testing User MP (2005/03/08),https://numberportability.com/documents/2884/Release_3.2_ITP_Testing_User_MP_030805_MLFGnpx.pdf
Release 3.2 ITP Testing Registration Form (2002/04/05),https://numberportability.com/documents/2883/Release_3.2_ITP_Testing_Registration_Form_020405_1iLZhrM.pdf
Release 3.2 ITP Regression List for NANC287&316,https://numberportability.com/documents/4753/Release_3.2_ITP_Regression_List_for_NANC287316_Hqn0X5x.html
Release 3.2 Interoperability Test Plan,https://numberportability.com/documents/2880/Release_3.2_Interoperability_Test_Plan_ADjuwtv.zip
Release 3.2 Individual Cert & Regression Test Plan,https://numberportability.com/documents/2879/Release_3.2_Individual_Cert__Regression_Test_Plan_BMUCeXn.zip
Release 3.2 Group SP Cert & Regression Test Plan,https://numberportability.com/documents/2878/Release_3.2_Group_SP_Cert__Regression_Test_Plan_SYtalWc.zip
Release 3.2 GDMO (2002/08/26),https://numberportability.com/documents/2877/Release_3.2_GDMO_082602_CofX2UN.txt
Release 3.2 asn1 (2002/08/26),https://numberportability.com/documents/2876/Release_3.2_asn1_082602_6DPpZXN.txt
Release 3.2 IIS - Part 1 (2004/06/30),https://numberportability.com/documents/2874/Release_3.2_IIS_-_Part_1_063004_7uyJaDp.zip
Release 3.2 IIS - Part 2 (2004/06/30),https://numberportability.com/documents/2875/Release_3.2_IIS_-_Part_2_063004_0tNpFxC.zip
Release 3.2 FRS (2004/06/30),https://numberportability.com/documents/2873/Release_3.2_FRS_063004_PDV9oJU.zip
